發生地點,天候名稱,行動電話或電腦或其他相類功能裝置名稱,Date_ID,是否酒駕,死亡人數,受傷人數
雲林縣,晴,0,20220504112500,0,1,0
高雄市,晴,0,20220504120200,0,1,1
臺中市,晴,0,20220504170300,0,1,0
屏東縣,雨,0,20220504185236,0,1,2
嘉義市,晴,0,20220504204000,0,1,0
臺中市,晴,0,20220505000800,0,1,0
桃園市,陰,0,20220505053657,0,1,0
新北市,晴,0,20220505071400,0,1,1
嘉義市,晴,0,20220505123500,0,1,0
雲林縣,晴,0,20220505145700,0,2,1
高雄市,晴,0,20220505174000,0,1,2
新北市,晴,0,20220505182400,0,1,1
彰化縣,晴,0,20220505185000,0,1,1
桃園市,雨,0,20220506081900,0,1,0
苗栗縣,晴,1,20220506144200,0,2,3
桃園市,晴,0,20220506145857,0,1,0
新北市,晴,0,20220506164900,0,1,0
基隆市,陰,0,20220506215200,0,1,4
新北市,晴,0,20220507030700,0,1,1
新竹縣,晴,0,20220507062923,0,1,0
花蓮縣,雨,0,20220507192019,0,1,1
澎湖縣,晴,0,20220507202300,0,1,1
花蓮縣,陰,0,20220508012437,1,1,0
臺南市,晴,0,20220508054500,0,2,0
屏東縣,晴,0,20220508081300,0,1,2
高雄市,晴,0,20220508125500,0,1,1
臺東縣,晴,0,20220508142500,1,1,0
嘉義縣,晴,0,20220508194202,0,1,0
彰化縣,晴,0,20220509083700,0,1,1
高雄市,晴,0,20220509085600,0,1,0
高雄市,晴,0,20220509170400,0,1,0
臺南市,晴,0,20220509185800,0,1,1
新竹市,晴,0,20220510055456,0,1,0
嘉義市,晴,0,20220510073300,0,1,0
新北市,晴,0,20220510115600,0,1,0
新北市,晴,0,20220510155000,0,1,0
花蓮縣,雨,0,20220510185058,0,1,2
宜蘭縣,雨,0,20220510222659,0,1,0
雲林縣,晴,0,20220510235300,0,1,0
桃園市,晴,0,20220511013243,0,1,0
新北市,雨,0,20220511055000,0,1,0
桃園市,雨,0,20220511074316,0,1,0
高雄市,晴,0,20220511124500,0,1,1
桃園市,晴,0,20220511141000,0,1,0
新竹縣,晴,0,20220511145550,0,1,0
新北市,晴,0,20220511163200,0,1,0
臺中市,晴,0,20220512012500,0,1,0
嘉義縣,陰,0,20220512214500,0,1,0
臺南市,晴,0,20220512224508,0,1,0
雲林縣,雨,0,20220512232000,0,1,0
南投縣,雨,0,20220513064115,0,1,0
彰化縣,晴,0,20220513145100,0,1,0
新北市,雨,0,20220513195400,0,1,0
嘉義縣,陰,0,20220513200456,0,1,6
臺中市,晴,0,20220513200600,0,1,1
彰化縣,雨,0,20220514052700,1,1,1
雲林縣,雨,0,20220514080200,0,1,0
桃園市,雨,0,20220514203900,0,1,0
苗栗縣,雨,0,20220514204557,1,1,1
屏東縣,暴雨,0,20220515063500,0,1,0
臺中市,雨,0,20220516013500,0,1,0
屏東縣,雨,0,20220516050023,1,1,0
彰化縣,雨,0,20220516054700,0,1,0
臺東縣,陰,0,20220516073100,0,1,0
花蓮縣,雨,0,20220516102253,0,1,0
新北市,雨,0,20220516120400,0,1,0
宜蘭縣,雨,0,20220516145843,0,1,0
彰化縣,陰,0,20220517052800,0,1,1
臺中市,陰,0,20220517070500,0,1,0
新竹縣,陰,0,20220517085900,0,1,0
彰化縣,晴,0,20220517113700,0,1,0
彰化縣,晴,0,20220517125400,0,1,0
苗栗縣,陰,0,20220517142235,0,1,0
彰化縣,晴,0,20220517210300,0,1,0
屏東縣,晴,0,20220518075200,0,1,0
屏東縣,晴,0,20220518085000,0,1,0
新北市,晴,0,20220518151200,0,1,0
新北市,陰,0,20220519074100,0,1,0
嘉義縣,晴,0,20220519074200,0,1,1
臺中市,晴,0,20220519120400,0,1,1
雲林縣,晴,0,20220519164500,0,1,0
彰化縣,晴,0,20220519170300,0,1,1
花蓮縣,晴,0,20220520043613,0,1,1
嘉義縣,晴,0,20220520090200,0,1,0
臺南市,晴,0,20220520102900,0,1,0
新北市,晴,0,20220520205500,0,1,0
臺南市,晴,0,20220521191018,0,1,1
臺中市,陰,0,20220521202400,0,1,0
高雄市,晴,0,20220522021300,0,1,0
臺中市,陰,0,20220522024200,1,1,0
桃園市,晴,0,20220522081800,0,1,1
臺北市,陰,0,20220522105400,0,1,1
屏東縣,陰,0,20220522141300,0,1,0
宜蘭縣,陰,0,20220522215207,1,1,0
彰化縣,晴,0,20220523012300,0,1,0
臺南市,晴,0,20220523060500,0,1,0
臺中市,晴,0,20220523070600,0,1,0
臺中市,晴,0,20220523071500,0,1,2
新北市,晴,0,20220523084200,0,1,1
基隆市,陰,0,20220523123500,0,1,0
桃園市,雨,0,20220524061400,0,1,1
屏東縣,雨,0,20220524185400,0,1,1
宜蘭縣,雨,0,20220524210041,0,1,0
臺南市,晴,0,20220524222557,0,1,0
高雄市,雨,0,20220524230600,0,1,0
新北市,雨,0,20220524234900,0,1,1
新北市,雨,0,20220525115400,0,1,2
高雄市,晴,0,20220526060200,0,1,0
雲林縣,晴,0,20220526084537,0,1,0
新竹縣,陰,0,20220526102700,0,1,2
雲林縣,晴,0,20220526120800,0,1,0
高雄市,雨,0,20220526155000,0,1,0
苗栗縣,雨,0,20220526164515,1,1,2
屏東縣,雨,0,20220526171400,0,1,0
臺南市,晴,0,20220526171940,0,1,0
新北市,雨,0,20220526213100,0,1,0
雲林縣,雨,0,20220527081100,0,1,0
雲林縣,雨,0,20220527105700,0,1,0
花蓮縣,陰,0,20220527152644,0,1,0
高雄市,晴,0,20220527170100,0,1,0
彰化縣,雨,0,20220527170300,0,1,0
桃園市,雨,0,20220527191800,0,1,1
雲林縣,雨,0,20220528034000,0,1,0
臺東縣,晴,0,20220528062102,0,1,0
臺南市,晴,0,20220528084600,0,1,0
彰化縣,晴,0,20220528091000,0,1,1
屏東縣,晴,0,20220528125720,0,1,0
臺中市,晴,0,20220528171800,1,1,1
臺南市,晴,0,20220528201600,0,1,0
新北市,晴,0,20220528221000,0,1,1
宜蘭縣,晴,0,20220528223022,0,1,0
嘉義縣,晴,0,20220529084600,0,1,0
臺南市,晴,0,20220530115408,0,1,0
宜蘭縣,晴,0,20220530162203,0,1,0
新北市,雨,0,20220531020600,0,1,0
臺中市,晴,0,20220531094200,0,1,0
臺北市,雨,0,20220531102500,0,1,0
高雄市,晴,0,20220531164700,0,1,0
嘉義縣,晴,0,20220531173914,0,1,1
花蓮縣,陰,0,20220531175250,0,1,0
彰化縣,晴,0,20220531190700,0,1,0
桃園市,雨,1,20220601005300,0,1,0
臺北市,晴,0,20220601013200,0,1,0
臺中市,晴,0,20220601080300,0,1,0
新北市,晴,0,20220601082600,0,2,0
彰化縣,晴,0,20220601122600,0,1,1
屏東縣,晴,0,20220601163700,0,1,0
臺東縣,晴,0,20220602115200,0,1,1
桃園市,晴,0,20220602143900,0,1,0
新北市,晴,0,20220602145500,0,1,1
桃園市,晴,0,20220602205700,0,1,0
屏東縣,晴,0,20220603014500,0,1,2
臺中市,晴,0,20220603031000,1,1,0
新竹市,晴,0,20220603090200,0,1,0
新北市,晴,0,20220603105200,0,1,0
高雄市,晴,0,20220603131900,0,1,1
新竹縣,陰,0,20220604033822,1,2,2
宜蘭縣,晴,0,20220604053707,0,1,0
臺北市,晴,0,20220604181000,0,1,0
雲林縣,晴,0,20220604183500,0,1,0
彰化縣,晴,0,20220604201700,0,1,2
屏東縣,晴,0,20220605020000,0,1,0
宜蘭縣,晴,0,20220605154508,0,1,0
屏東縣,晴,0,20220605185300,0,1,0
高雄市,晴,0,20220606071100,0,1,1
花蓮縣,晴,0,20220606110400,0,1,0
雲林縣,晴,0,20220606111037,0,1,0
宜蘭縣,晴,0,20220606133700,0,1,0
桃園市,雨,0,20220606171200,0,1,0
臺中市,晴,0,20220606191300,0,1,0
嘉義縣,陰,0,20220606204800,0,1,0
臺南市,陰,0,20220606220000,0,1,0
臺南市,陰,0,20220606222400,0,1,0
彰化縣,陰,0,20220607021100,0,1,1
苗栗縣,雨,0,20220607071808,0,1,0
臺北市,陰,0,20220607074500,0,1,1
花蓮縣,晴,0,20220607095400,1,1,0
宜蘭縣,雨,0,20220607173000,0,1,0
彰化縣,雨,0,20220608073500,0,1,1
臺東縣,晴,0,20220608103000,0,1,1
臺南市,晴,0,20220608170900,0,1,0
南投縣,陰,0,20220609035200,1,1,3
新竹市,陰,0,20220609161700,0,1,1
桃園市,陰,0,20220609171600,0,1,0
臺南市,晴,0,20220610095500,0,1,0
南投縣,晴,0,20220610164400,0,1,0
新竹縣,晴,0,20220610180700,0,1,0
桃園市,陰,0,20220610181100,0,1,0
彰化縣,晴,0,20220611054900,0,1,0
高雄市,晴,0,20220611165500,0,1,0
彰化縣,雨,0,20220611234500,0,1,0
彰化縣,雨,0,20220612021000,0,1,0
彰化縣,晴,0,20220612183100,0,1,0
宜蘭縣,晴,0,20220613021400,0,1,0
臺南市,晴,0,20220613123700,0,1,0
宜蘭縣,晴,0,20220613153406,0,1,1
屏東縣,晴,0,20220614115500,0,1,1
新北市,晴,0,20220614121600,0,1,1
屏東縣,晴,0,20220614172600,0,1,1
花蓮縣,陰,0,20220614190112,0,1,0
高雄市,晴,0,20220615020000,0,1,1
新竹市,雨,0,20220615063600,0,1,0
苗栗縣,晴,0,20220615065200,0,1,0
桃園市,雨,0,20220615094600,0,1,0
基隆市,雨,0,20220615114500,0,1,1
雲林縣,晴,0,20220615150900,0,1,0
臺南市,晴,0,20220615174800,0,1,1
高雄市,晴,0,20220615183000,0,1,0
花蓮縣,晴,0,20220616010730,1,1,0
彰化縣,陰,0,20220616062900,0,1,0
新北市,晴,0,20220616065000,0,1,0
臺中市,陰,0,20220616074000,0,1,0
桃園市,雨,0,20220616074600,0,1,0
臺南市,晴,0,20220616080300,0,1,0
臺南市,晴,0,20220616144900,0,1,0
臺南市,晴,0,20220616155548,0,1,0
彰化縣,晴,0,20220616193400,1,1,0
新北市,晴,0,20220616211500,0,1,0
苗栗縣,晴,0,20220617031600,0,1,0
彰化縣,晴,0,20220617072500,0,1,1
桃園市,晴,0,20220617105500,0,1,0
臺中市,晴,0,20220617191554,0,1,2
彰化縣,晴,0,20220618000200,0,1,0
雲林縣,晴,0,20220618112200,0,1,0
彰化縣,晴,0,20220618121500,0,1,0
新北市,陰,0,20220618181400,0,1,1
基隆市,晴,0,20220618190000,1,1,0
臺中市,晴,0,20220619093900,0,1,1
高雄市,晴,0,20220619100800,0,1,0
桃園市,晴,0,20220619104400,0,1,1
苗栗縣,晴,0,20220619120525,0,1,0
雲林縣,晴,0,20220619232500,0,1,0
嘉義縣,晴,0,20220620035000,0,1,0
花蓮縣,晴,0,20220620073903,0,1,0
臺南市,晴,0,20220620074700,0,1,0
新竹市,晴,0,20220620080600,0,1,0
高雄市,晴,0,20220620082900,0,1,0
新竹縣,晴,0,20220620203000,0,2,0
新北市,晴,0,20220621015200,1,1,2
雲林縣,晴,0,20220621031014,0,1,0
屏東縣,晴,0,20220621063000,0,1,0
屏東縣,晴,0,20220621074800,0,1,0
高雄市,晴,0,20220621081900,0,1,0
彰化縣,晴,0,20220621122200,0,1,1
雲林縣,晴,0,20220622080912,0,1,0
彰化縣,晴,0,20220622164200,0,1,0
新北市,晴,0,20220623063800,0,1,2
高雄市,晴,0,20220623083500,0,1,0
桃園市,晴,0,20220623110330,0,1,0
高雄市,晴,0,20220623114000,0,1,2
屏東縣,晴,0,20220623134300,0,1,0
苗栗縣,晴,0,20220623162930,0,1,0
彰化縣,晴,0,20220623193000,0,1,1
桃園市,晴,0,20220624053000,0,1,0
臺東縣,晴,0,20220624155300,0,1,0
臺南市,晴,0,20220625065426,0,1,0
高雄市,晴,0,20220625073200,0,1,0
新北市,晴,0,20220625075100,0,1,1
苗栗縣,晴,0,20220625113402,0,1,1
屏東縣,晴,0,20220625113600,0,1,1
臺南市,晴,0,20220625193844,0,1,0
嘉義縣,晴,0,20220626053600,0,1,0
彰化縣,晴,0,20220626061400,0,1,0
花蓮縣,晴,0,20220626132000,1,1,1
高雄市,晴,0,20220626145000,0,1,0
新北市,晴,0,20220627061500,0,1,0
新北市,晴,0,20220627065800,0,1,0
臺中市,晴,0,20220627090100,0,1,0
臺南市,晴,0,20220627123255,0,1,0
雲林縣,晴,0,20220627153647,0,1,0
新北市,晴,0,20220627202400,0,1,0
桃園市,晴,0,20220628001300,1,1,0
苗栗縣,晴,0,20220628082800,0,1,0
桃園市,晴,0,20220628085500,0,1,0
臺中市,晴,0,20220628094900,0,1,0
屏東縣,晴,0,20220628100425,0,1,0
彰化縣,晴,0,20220628121700,0,1,0
新竹縣,晴,0,20220628144700,0,1,1
臺中市,晴,0,20220629033300,0,1,0
南投縣,晴,0,20220629083014,0,1,0
高雄市,晴,0,20220629102800,0,1,1
花蓮縣,晴,0,20220629113829,0,1,0
臺東縣,晴,0,20220629130005,0,1,0
臺中市,雨,0,20220629161000,0,1,2
高雄市,晴,0,20220629173500,0,1,0
新北市,晴,0,20220629180900,0,1,2
雲林縣,晴,0,20220630023000,0,1,0
雲林縣,晴,0,20220630071800,0,1,0
臺東縣,雨,0,20220630081300,1,1,0
桃園市,晴,0,20220630102232,0,1,1
桃園市,晴,0,20220630180700,0,1,0
屏東縣,晴,0,20220701043652,0,1,0
高雄市,晴,0,20220701074300,0,1,0
苗栗縣,晴,0,20220701094017,0,2,0
臺南市,晴,0,20220701114000,0,1,0
桃園市,晴,0,20220701122227,0,1,0
苗栗縣,晴,0,20220701154733,0,1,3
苗栗縣,晴,0,20220701211500,0,1,1
臺南市,晴,0,20220701224323,0,1,1
臺北市,晴,0,20220702044100,0,1,2
花蓮縣,晴,0,20220702083800,0,1,0
桃園市,晴,0,20220702084700,0,1,1
宜蘭縣,陰,0,20220702114500,0,1,0
彰化縣,雨,0,20220702223900,0,1,1
高雄市,晴,0,20220703141500,0,1,0
花蓮縣,晴,0,20220703164600,0,1,0
雲林縣,晴,0,20220703213809,0,1,2
高雄市,雨,0,20220704032200,0,1,0
臺中市,晴,1,20220704055300,0,1,0
雲林縣,晴,0,20220704071200,0,1,0
臺中市,晴,0,20220704125400,0,1,0
臺南市,雨,0,20220704192600,0,1,0
雲林縣,晴,0,20220704234500,0,1,0
新北市,晴,0,20220705110400,0,1,0
雲林縣,晴,0,20220705125216,0,1,0
臺中市,陰,0,20220705161100,0,1,0
彰化縣,晴,0,20220705181138,0,1,0
臺中市,陰,0,20220706021000,0,1,0
澎湖縣,雨,0,20220706061800,0,1,0
新竹市,晴,0,20220706062500,1,1,2
彰化縣,晴,0,20220706071400,0,1,0
臺南市,晴,0,20220706110638,0,1,0
雲林縣,晴,0,20220706225236,0,1,0
雲林縣,晴,0,20220707020000,0,1,0
高雄市,晴,0,20220707062100,0,1,0
南投縣,晴,0,20220707080600,0,1,1
高雄市,晴,0,20220707135000,0,1,0
新北市,晴,0,20220707174700,0,1,0
雲林縣,晴,0,20220707204500,0,1,0
屏東縣,晴,0,20220708065100,0,1,0
苗栗縣,晴,0,20220708093832,0,1,0
新北市,晴,0,20220709063000,0,1,0
臺南市,晴,0,20220709161419,0,1,2
花蓮縣,晴,0,20220710072552,0,1,0
彰化縣,晴,0,20220710073500,0,1,0
高雄市,晴,0,20220710090300,0,1,0
臺東縣,晴,0,20220710164300,0,1,0
桃園市,晴,0,20220711054000,0,1,0
雲林縣,晴,0,20220711072928,0,1,0
新北市,晴,0,20220711110400,0,1,0
桃園市,晴,0,20220712052046,0,1,2
嘉義縣,晴,0,20220712074300,0,1,1
臺南市,晴,0,20220712164434,0,1,0
彰化縣,晴,0,20220712212017,0,1,2
臺南市,晴,0,20220712220239,1,1,0
宜蘭縣,晴,0,20220712235400,0,1,0
臺中市,晴,0,20220713075800,0,1,0
雲林縣,晴,0,20220713085000,0,1,1
高雄市,晴,0,20220713161000,0,1,0
屏東縣,陰,0,20220713181100,0,1,0
彰化縣,晴,0,20220713221000,0,1,0
高雄市,晴,0,20220714074700,0,1,0
新北市,晴,0,20220714184500,0,1,0
彰化縣,晴,0,20220714193400,0,1,0
臺中市,晴,0,20220714195400,0,1,0
宜蘭縣,晴,0,20220715073900,0,1,0
彰化縣,陰,0,20220715080200,0,1,0
新北市,晴,0,20220715100300,0,1,0
臺南市,晴,0,20220715125700,0,1,2
臺南市,晴,0,20220715143500,0,1,0
新北市,陰,0,20220715192600,0,1,0
高雄市,晴,0,20220715192600,0,1,3
臺中市,晴,0,20220716090800,0,1,1
宜蘭縣,晴,0,20220716142600,0,1,1
雲林縣,晴,0,20220717025338,0,1,0
新北市,晴,0,20220718001200,0,1,0
臺東縣,晴,0,20220718044700,0,1,1
新北市,晴,0,20220718074000,0,1,0
臺南市,晴,0,20220718080000,0,1,0
新北市,晴,0,20220718090300,0,1,0
新北市,晴,0,20220718125600,0,1,0
苗栗縣,晴,0,20220719074612,0,1,1
彰化縣,晴,0,20220719080400,0,1,0
屏東縣,晴,0,20220719081100,0,1,1
屏東縣,晴,0,20220719155349,0,1,1
臺南市,晴,0,20220719171536,0,1,0
彰化縣,陰,0,20220719212000,0,1,0
宜蘭縣,晴,0,20220719221804,0,1,0
桃園市,晴,0,20220720092600,0,1,1
嘉義市,晴,0,20220720115000,0,1,0
臺中市,晴,0,20220720173600,0,1,0
新竹市,晴,0,20220720213200,1,1,0
高雄市,晴,0,20220721080800,0,1,0
高雄市,晴,0,20220721082800,0,1,0
臺中市,晴,0,20220721084000,0,2,1
屏東縣,晴,0,20220721114500,0,1,0
高雄市,晴,0,20220721161000,0,1,1
新竹縣,晴,0,20220722071700,0,1,0
宜蘭縣,晴,0,20220722152915,0,1,0
高雄市,晴,0,20220723031400,0,1,0
臺中市,晴,0,20220723174000,0,1,1
嘉義縣,晴,0,20220724073650,0,1,0
宜蘭縣,晴,0,20220724100558,0,1,0
臺南市,晴,0,20220724131459,0,1,0
臺南市,晴,0,20220724134302,0,1,0
嘉義縣,晴,0,20220724181211,0,1,1
屏東縣,晴,0,20220725074300,0,2,1
桃園市,晴,0,20220725101200,0,1,2
新竹縣,晴,0,20220725110722,0,1,0
基隆市,晴,0,20220725130000,0,1,0
屏東縣,晴,0,20220726074800,0,1,0
臺中市,晴,0,20220726113100,0,1,0
屏東縣,晴,0,20220727012800,0,1,0
臺中市,晴,0,20220727053800,0,1,0
高雄市,晴,0,20220727182700,0,1,0
屏東縣,陰,0,20220727222400,0,1,0
嘉義縣,晴,0,20220728131224,0,1,0
宜蘭縣,晴,0,20220728183021,0,1,0
桃園市,晴,0,20220728184500,1,1,1
苗栗縣,晴,0,20220728210845,0,1,1
雲林縣,晴,0,20220729110209,0,1,0
屏東縣,晴,0,20220729140200,0,1,1
桃園市,晴,0,20220729200831,0,1,2
新北市,雨,0,20220729234000,0,2,1
彰化縣,晴,0,20220730000300,0,1,0
臺北市,晴,0,20220730102400,0,1,0
彰化縣,晴,0,20220730233400,0,1,0
宜蘭縣,晴,0,20220731074841,0,1,4
苗栗縣,晴,0,20220731083225,0,1,0
彰化縣,晴,0,20220731125400,0,1,0
臺中市,晴,0,20220801011900,0,1,1
宜蘭縣,晴,0,20220801073357,0,1,2
臺南市,晴,0,20220801084800,0,1,0
新北市,晴,0,20220801115000,0,1,1
新北市,晴,0,20220801135100,0,1,0
彰化縣,晴,0,20220801211100,0,1,0
花蓮縣,陰,0,20220802011900,1,1,0
臺中市,晴,0,20220802055500,0,1,0
臺中市,晴,0,20220802065200,0,1,0
臺北市,晴,0,20220802100100,0,1,0
臺中市,晴,0,20220802113100,0,1,0
高雄市,陰,0,20220802115700,0,1,0
高雄市,晴,0,20220802231500,0,1,0
屏東縣,晴,0,20220803071448,0,1,0
新竹縣,晴,0,20220803080700,0,1,1
新竹縣,晴,0,20220803092300,0,1,1
新竹市,晴,0,20220803104300,0,1,0
屏東縣,晴,0,20220803124300,0,1,0
雲林縣,陰,0,20220803132749,0,1,1
新竹市,陰,0,20220804055600,0,1,0
彰化縣,晴,0,20220804061200,0,1,0
臺東縣,晴,0,20220804072800,0,1,0
彰化縣,晴,0,20220804123800,0,1,0
桃園市,晴,0,20220804194300,0,1,1
屏東縣,晴,0,20220805025000,0,1,0
苗栗縣,晴,0,20220805062500,0,1,0
雲林縣,晴,0,20220805074500,0,1,0
新北市,晴,0,20220805081100,0,1,0
臺中市,晴,0,20220805122500,0,1,1
臺南市,晴,0,20220805152100,0,1,0
新北市,晴,0,20220805192000,0,1,0
嘉義縣,晴,0,20220806025252,0,1,1
澎湖縣,晴,0,20220806060900,0,1,0
臺南市,晴,0,20220806092400,0,1,0
新北市,晴,0,20220806141000,0,1,0
嘉義縣,雨,0,20220806153500,0,2,2
嘉義縣,陰,0,20220806155300,0,1,1
高雄市,晴,0,20220806164400,0,1,0
新竹市,晴,0,20220807131300,0,1,0
臺中市,晴,0,20220807134400,0,1,0
臺中市,晴,0,20220807143500,0,1,0
臺中市,晴,0,20220807190200,0,1,0
新竹縣,晴,0,20220808080500,0,1,0
嘉義縣,晴,0,20220808083600,0,1,1
桃園市,晴,0,20220808085323,0,1,1
臺中市,晴,0,20220808104300,1,1,0
高雄市,晴,0,20220808200300,0,1,1
臺南市,晴,0,20220809051100,0,1,0
高雄市,晴,0,20220809085900,0,2,1
臺中市,晴,0,20220809093200,0,1,5
新北市,晴,0,20220809155000,0,1,1
臺北市,晴,0,20220810163400,0,1,0
桃園市,晴,0,20220810170800,0,1,1
苗栗縣,晴,0,20220810200500,0,1,1
桃園市,陰,0,20220810232300,1,1,0
屏東縣,晴,0,20220811051548,0,1,0
桃園市,晴,0,20220811111300,0,1,0
臺中市,晴,0,20220811114800,0,1,0
彰化縣,晴,0,20220811192200,0,1,0
桃園市,晴,0,20220811221000,0,1,1
高雄市,晴,0,20220811223800,0,1,1
桃園市,晴,0,20220812080100,0,1,0
嘉義縣,陰,0,20220812133353,0,1,0
花蓮縣,晴,0,20220812152850,0,1,0
新北市,晴,0,20220813043600,0,1,1
臺北市,晴,0,20220813101700,0,1,1
嘉義縣,晴,0,20220813110552,0,1,0
臺中市,晴,0,20220813183700,0,1,0
新竹市,晴,0,20220813211315,0,1,0
屏東縣,陰,0,20220813221616,0,1,0
臺南市,晴,0,20220814144815,0,1,1
彰化縣,晴,0,20220814183600,0,1,0
嘉義縣,晴,0,20220814185500,1,1,1
雲林縣,晴,0,20220815021300,0,1,0
澎湖縣,晴,0,20220815054000,0,1,0
新北市,晴,0,20220815150000,0,1,0
新竹市,晴,0,20220815183502,0,1,1
臺中市,晴,0,20220816011700,0,1,1
臺南市,晴,0,20220816075500,0,1,0
嘉義縣,晴,0,20220816090358,0,1,1
臺中市,晴,0,20220816103400,0,1,0
高雄市,晴,0,20220816155200,0,1,2
桃園市,晴,0,20220817082000,0,1,1
新竹縣,晴,0,20220817085000,0,1,0
彰化縣,雨,0,20220817192400,0,1,0
新竹縣,陰,0,20220817204006,0,1,0
彰化縣,雨,0,20220817211000,0,1,0
臺南市,晴,0,20220818040038,0,1,2
雲林縣,雨,0,20220818152700,0,2,2
臺東縣,晴,0,20220818165800,0,1,1
臺中市,晴,0,20220819011900,0,1,0
桃園市,雨,0,20220819220200,0,1,1
雲林縣,晴,0,20220820003500,1,1,1
嘉義縣,晴,0,20220820080813,0,1,0
新竹市,晴,0,20220820091800,1,1,0
屏東縣,陰,0,20220820184910,0,1,3
臺中市,晴,0,20220820193000,0,1,1
南投縣,雨,0,20220820202331,0,1,0
臺中市,晴,0,20220820210300,0,1,0
南投縣,晴,0,20220821070553,0,1,0
臺中市,晴,0,20220821073600,0,1,0
基隆市,晴,0,20220821185500,0,1,0
新北市,晴,0,20220821192700,0,1,0
新竹縣,晴,0,20220822133722,0,1,1
新北市,晴,0,20220822140000,0,1,0
臺中市,晴,0,20220822204000,0,1,2
臺中市,晴,0,20220822205700,0,1,2
新北市,晴,0,20220823101700,0,1,1
臺中市,晴,0,20220823123400,0,1,2
臺中市,陰,0,20220823210600,0,1,1
彰化縣,晴,0,20220824070600,0,1,0
臺中市,晴,0,20220824093100,0,1,0
臺北市,晴,0,20220824115100,0,1,0
雲林縣,晴,0,20220824125000,0,1,0
新北市,晴,0,20220824165000,0,1,0
臺中市,雨,0,20220824173500,0,1,0
彰化縣,陰,0,20220824234300,0,1,0
苗栗縣,晴,0,20220825015423,1,1,0
臺北市,晴,0,20220825083000,0,1,2
桃園市,晴,0,20220825154831,0,1,0
宜蘭縣,晴,0,20220825173011,0,1,0
嘉義縣,晴,0,20220825180200,0,1,0
高雄市,晴,0,20220826093400,0,1,0
新北市,晴,0,20220826101800,0,1,0
新北市,晴,0,20220826153100,0,1,0
基隆市,晴,0,20220827061500,0,1,1
嘉義縣,晴,0,20220827071500,0,1,0
屏東縣,晴,0,20220827120000,0,1,0
臺中市,晴,0,20220827153600,0,1,0
屏東縣,雨,0,20220827172600,0,1,1
臺南市,晴,0,20220828104900,0,1,1
花蓮縣,晴,0,20220829095048,0,1,0
新北市,晴,0,20220829184800,0,1,1
宜蘭縣,晴,0,20220829203644,0,1,0
嘉義縣,晴,0,20220830094200,0,1,0
臺中市,晴,0,20220830135000,0,1,0
臺中市,晴,0,20220830231700,0,1,0
新北市,晴,0,20220831084600,0,1,0
新北市,晴,0,20220831100600,0,1,0
雲林縣,晴,0,20220831105800,0,1,0
彰化縣,晴,0,20220831124500,0,1,0
苗栗縣,晴,0,20220831131500,0,1,0
新北市,晴,0,20220831145900,0,1,0
臺南市,晴,0,20220831194125,0,1,0
臺中市,晴,0,20220901074000,0,1,0
屏東縣,晴,0,20220901085000,0,1,0
彰化縣,晴,0,20220901100700,0,1,0
高雄市,晴,0,20220901103900,0,1,0
新竹縣,晴,0,20220901111959,0,1,0
雲林縣,晴,0,20220901133636,0,1,0
彰化縣,晴,0,20220901143700,0,1,0
臺南市,晴,0,20220901174500,0,1,1
臺中市,晴,0,20220901234800,0,1,0
臺北市,雨,0,20220902034400,1,1,1
宜蘭縣,陰,0,20220902051534,0,1,1
新北市,雨,0,20220902123400,0,1,0
新北市,雨,0,20220902190600,0,1,0
苗栗縣,暴雨,0,20220903045539,0,1,0
嘉義縣,雨,0,20220903112000,0,1,0
新北市,雨,0,20220903173800,1,1,0
屏東縣,陰,0,20220903232900,1,1,0
南投縣,雨,0,20220903233000,1,1,0
嘉義縣,陰,0,20220904045700,0,1,2
臺南市,晴,0,20220904123300,0,1,0
嘉義縣,晴,0,20220905002700,0,1,0
雲林縣,晴,0,20220905055854,0,1,1
新北市,晴,0,20220905103200,0,1,0
屏東縣,晴,0,20220905114000,0,1,0
桃園市,晴,0,20220906120416,0,1,0
新北市,晴,0,20220906120600,0,1,1
彰化縣,晴,0,20220907112800,0,1,0
花蓮縣,晴,0,20220907123309,0,1,2
高雄市,晴,0,20220907145500,0,1,0
雲林縣,晴,0,20220907153343,0,1,1
屏東縣,晴,0,20220908054200,0,1,1
桃園市,晴,0,20220908064700,0,1,0
彰化縣,晴,0,20220908103900,0,1,0
桃園市,晴,0,20220908111800,0,1,1
桃園市,晴,0,20220908124300,0,1,0
新北市,晴,0,20220908141500,0,1,0
新北市,晴,0,20220908161800,0,1,0
屏東縣,晴,0,20220908181000,0,1,1
雲林縣,晴,0,20220908195200,0,1,0
宜蘭縣,晴,0,20220908220023,0,1,0
嘉義縣,晴,0,20220909080400,0,1,1
臺中市,晴,0,20220909122900,0,1,1
苗栗縣,晴,0,20220909132009,0,1,2
臺中市,晴,0,20220909132900,0,1,2
嘉義縣,晴,0,20220909194900,1,1,0
新竹縣,晴,0,20220909220000,0,1,0
桃園市,晴,0,20220910155200,0,1,0
桃園市,陰,0,20220910214900,0,1,0
臺中市,晴,0,20220911003700,1,1,0
臺南市,晴,0,20220911100353,0,1,0
臺東縣,晴,0,20220911130400,0,1,0
新竹縣,雨,0,20220911212500,0,1,2
臺南市,晴,0,20220911220519,1,1,0
